m,TagName,
"2012-10-01 00:00:00","ruby","2251"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3180"
"2012-11-01 00:00:00","c#","12205"
"2012-11-01 00:00:00","c++","6252"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","java","13543"
"2012-11-01 00:00:00","javascript","12303"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11716"
"2012-11-01 00:00:00","python","6381"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","261"
"2012-12-01 00:00:00","c","2555"
"2012-12-01 00:00:00","c#","10926"
"2012-12-01 00:00:00","c++","5667"
"2012-12-01 00:00:00","delphi","427"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12369"
"2012-12-01 00:00:00","javascript","11710"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10990"
"2012-12-01 00:00:00","python","5734"
"2012-12-01 00:00:00","r","1210"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","292"
"2013-01-01 00:00:00","c","2897"
"2013-01-01 00:00:00","c#","12714"
"2013-01-01 00:00:00","c++","6017"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13649"
"2013-01-01 00:00:00","javascript","13738"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12802"
"2013-01-01 00:00:00","python","6544"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2296"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3087"
"2013-02-01 00:00:00","c#","12454"
"2013-02-01 00:00:00","c++","6043"
"2013-02-01 00:00:00","delphi","445"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13623"
"2013-02-01 00:00:00","javascript","13581"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12453"
"2013-02-01 00:00:00","python","6709"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2209"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3417"
"2013-03-01 00:00:00","c#","14198"
"2013-03-01 00:00:00","c++","7153"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15832"
"2013-03-01 00:00:00","javascript","15222"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14013"
"2013-03-01 00:00:00","python","7586"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2550"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13826"
"2013-04-01 00:00:00","c++","7092"
"2013-04-01 00:00:00","delphi","508"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16130"
"2013-04-01 00:00:00","javascript","15242"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13316"
"2013-04-01 00:00:00","python","7902"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","300"
"2013-05-01 00:00:00","c","3182"
"2013-05-01 00:00:00","c#","13390"
"2013-05-01 00:00:00","c++","6801"
"2013-05-01 00:00:00","delphi","530"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15165"
"2013-05-01 00:00:00","javascript","14982"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","13006"
"2013-05-01 00:00:00","python","7777"
"2013-05-01 00:00:00","r","1775"
"2013-05-01 00:00:00","ruby","2333"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c","2924"
"2013-06-01 00:00:00","c#","12719"
"2013-06-01 00:00:00","c++","6172"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13841"
"2013-06-01 00:00:00","javascript","14516"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12621"
"2013-06-01 00:00:00","python","7563"
"2013-06-01 00:00:00","r","1764"
"2013-06-01 00:00:00","ruby","2216"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2991"
"2013-07-01 00:00:00","c#","14100"
"2013-07-01 00:00:00","c++","6551"
"2013-07-01 00:00:00","delphi","504"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15075"
"2013-07-01 00:00:00","javascript","16724"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14226"
"2013-07-01 00:00:00","python","8576"
"2013-07-01 00:00:00","r","1954"
"2013-07-01 00:00:00","ruby","2431"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2993"
"2013-08-01 00:00:00","c#","13784"
"2013-08-01 00:00:00","c++","6224"
"2013-08-01 00:00:00","delphi","448"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14964"
"2013-08-01 00:00:00","javascript","16755"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14215"
"2013-08-01 00:00:00","python","7914"
"2013-08-01 00:00:00","r","1912"
"2013-08-01 00:00:00","ruby","2474"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3371"
"2013-09-01 00:00:00","c#","13684"
"2013-09-01 00:00:00","c++","6505"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16162"
"2013-09-01 00:00:00","javascript","17604"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14129"
"2013-09-01 00:00:00","python","7925"
"2013-09-01 00:00:00","r","1704"
"2013-09-01 00:00:00","ruby","2382"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4216"
"2013-10-01 00:00:00","c#","15123"
"2013-10-01 00:00:00","c++","7927"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18604"
"2013-10-01 00:00:00","javascript","19620"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15197"
"2013-10-01 00:00:00","python","9446"
"2013-10-01 00:00:00","r","2080"
"2013-10-01 00:00:00","ruby","2785"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4253"
"2013-11-01 00:00:00","c#","14510"
"2013-11-01 00:00:00","c++","8077"
"2013-11-01 00:00:00","delphi","458"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18617"
"2013-11-01 00:00:00","javascript","18385"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14743"
"2013-11-01 00:00:00","python","9452"
"2013-11-01 00:00:00","r","2173"
"2013-11-01 00:00:00","ruby","2568"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","355"
"2013-12-01 00:00:00","c","3483"
"2013-12-01 00:00:00","c#","13552"
"2013-12-01 00:00:00","c++","6969"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17331"
"2013-12-01 00:00:00","javascript","17934"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14291"
"2013-12-01 00:00:00","python","8407"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","ruby","2432"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c","3713"
"2014-01-01 00:00:00","c#","15248"
"2014-01-01 00:00:00","c++","7645"
"2014-01-01 00:00:00","delphi","489"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18558"
"2014-01-01 00:00:00","javascript","21005"
"2014-01-01 00:00:00","perl","808"
"2014-01-01 00:00:00","php","16654"
"2014-01-01 00:00:00","python","9800"
"2014-01-01 00:00:00","r","2338"
"2014-01-01 00:00:00","ruby","2752"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3955"
"2014-02-01 00:00:00","c#","15052"
"2014-02-01 00:00:00","c++","7626"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19107"
"2014-02-01 00:00:00","javascript","21035"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16389"
"2014-02-01 00:00:00","python","9856"
"2014-02-01 00:00:00","r","2612"
"2014-02-01 00:00:00","ruby","2592"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","448"
"2014-03-01 00:00:00","c","4534"
"2014-03-01 00:00:00","c#","16083"
"2014-03-01 00:00:00","c++","8626"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21819"
"2014-03-01 00:00:00","javascript","22523"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18175"
"2014-03-01 00:00:00","python","11369"
"2014-03-01 00:00:00","r","2790"
"2014-03-01 00:00:00","ruby","2940"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3978"
"2014-04-01 00:00:00","c#","15215"
"2014-04-01 00:00:00","c++","8085"
"2014-04-01 00:00:00","delphi","389"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20713"
"2014-04-01 00:00:00","javascript","21289"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17484"
"2014-04-01 00:00:00","python","10689"
"2014-04-01 00:00:00","r","2718"
"2014-04-01 00:00:00","ruby","2739"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c","3238"
"2014-05-01 00:00:00","c#","13813"
"2014-05-01 00:00:00","c++","6738"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17822"
"2014-05-01 00:00:00","javascript","19653"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14618"
"2014-05-01 00:00:00","python","9194"
"2014-05-01 00:00:00","r","2574"
"2014-05-01 00:00:00","ruby","2668"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","265"
"2014-06-01 00:00:00","c","2757"
"2014-06-01 00:00:00","c#","12404"
"2014-06-01 00:00:00","c++","5625"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15799"
"2014-06-01 00:00:00","javascript","18185"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12879"
"2014-06-01 00:00:00","python","8871"
"2014-06-01 00:00:00","r","2390"
"2014-06-01 00:00:00","ruby","2327"
"2014-06-01 00:00:00","swift","2382"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2816"
"2014-07-01 00:00:00","c#","13598"
"2014-07-01 00:00:00","c++","6243"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17257"
"2014-07-01 00:00:00","javascript","20004"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14182"
"2014-07-01 00:00:00","python","9876"
"2014-07-01 00:00:00","r","2626"
"2014-07-01 00:00:00","ruby","2549"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2667"
"2014-08-01 00:00:00","c#","12430"
"2014-08-01 00:00:00","c++","5851"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15649"
"2014-08-01 00:00:00","javascript","18348"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13117"
"2014-08-01 00:00:00","python","9085"
"2014-08-01 00:00:00","r","2462"
"2014-08-01 00:00:00","ruby","2455"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","279"
"2014-09-01 00:00:00","c","3218"
"2014-09-01 00:00:00","c#","12277"
"2014-09-01 00:00:00","c++","6156"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","391"
"2014-09-01 00:00:00","java","16596"
"2014-09-01 00:00:00","javascript","18026"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13269"
"2014-09-01 00:00:00","python","8738"
"2014-09-01 00:00:00","r","2352"
"2014-09-01 00:00:00","ruby","2262"
"2014-09-01 00:00:00","swift","1891"
"2014-10-01 00:00:00","assembly","388"
"2014-10-01 00:00:00","c","3784"
"2014-10-01 00:00:00","c#","12501"
"2014-10-01 00:00:00","c++","6804"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17805"
"2014-10-01 00:00:00","javascript","18829"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13497"
"2014-10-01 00:00:00","python","9548"
"2014-10-01 00:00:00","r","2764"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","382"
"2014-11-01 00:00:00","c","3648"
"2014-11-01 00:00:00","c#","11819"
"2014-11-01 00:00:00","c++","6528"
"2014-11-01 00:00:00","delphi","424"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17756"
"2014-11-01 00:00:00","javascript","17902"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12950"
"2014-11-01 00:00:00","python","9543"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","swift","2548"
"2014-12-01 00:00:00","assembly","323"
"2014-12-01 00:00:00","c","3141"
"2014-12-01 00:00:00","c#","11036"
"2014-12-01 00:00:00","c++","6057"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16292"
"2014-12-01 00:00:00","javascript","16904"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12257"
"2014-12-01 00:00:00","python","9013"
"2014-12-01 00:00:00","r","2354"
"2014-12-01 00:00:00","ruby","2141"
"2014-12-01 00:00:00","swift","2478"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3202"
"2015-01-01 00:00:00","c#","11707"
"2015-01-01 00:00:00","c++","6112"
"2015-01-01 00:00:00","delphi","378"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16476"
"2015-01-01 00:00:00","javascript","18450"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13536"
"2015-01-01 00:00:00","python","9656"
"2015-01-01 00:00:00","r","2677"
"2015-01-01 00:00:00","ruby","2418"
"2015-01-01 00:00:00","swift","3042"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3355"
"2015-02-01 00:00:00","c#","11763"
"2015-02-01 00:00:00","c++","6451"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16694"
"2015-02-01 00:00:00","javascript","18589"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13461"
"2015-02-01 00:00:00","python","10175"
"2015-02-01 00:00:00","r","2965"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3229"
"2015-03-01 00:00:00","assembly","382"
"2015-03-01 00:00:00","c","3911"
"2015-03-01 00:00:00","c#","13227"
"2015-03-01 00:00:00","c++","7371"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19684"
"2015-03-01 00:00:00","javascript","20452"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14843"
"2015-03-01 00:00:00","python","11566"
"2015-03-01 00:00:00","r","3555"
"2015-03-01 00:00:00","ruby","2454"
"2015-03-01 00:00:00","swift","3585"
"2015-04-01 00:00:00","assembly","437"
"2015-04-01 00:00:00","c","3945"
"2015-04-01 00:00:00","c#","13049"
"2015-04-01 00:00:00","c++","7122"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19730"
"2015-04-01 00:00:00","javascript","20845"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14898"
"2015-04-01 00:00:00","python","11397"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4005"
"2015-05-01 00:00:00","assembly","367"
"2015-05-01 00:00:00","c","3513"
"2015-05-01 00:00:00","c#","13322"
"2015-05-01 00:00:00","c++","6797"
"2015-05-01 00:00:00","delphi","401"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18480"
"2015-05-01 00:00:00","javascript","22062"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14508"
"2015-05-01 00:00:00","python","11188"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2499"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3161"
"2015-06-01 00:00:00","c#","13492"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17787"
"2015-06-01 00:00:00","javascript","22541"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14292"
"2015-06-01 00:00:00","python","11766"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2804"
"2015-07-01 00:00:00","c#","14072"
"2015-07-01 00:00:00","c++","6689"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18616"
"2015-07-01 00:00:00","javascript","23881"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15290"
"2015-07-01 00:00:00","python","12285"
"2015-07-01 00:00:00","r","3975"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5136"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2568"
"2015-08-01 00:00:00","c#","13197"
"2015-08-01 00:00:00","c++","5859"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17038"
"2015-08-01 00:00:00","javascript","22094"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14179"
"2015-08-01 00:00:00","python","11201"
"2015-08-01 00:00:00","r","3490"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5073"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12901"
"2015-09-01 00:00:00","c++","5902"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16893"
"2015-09-01 00:00:00","javascript","21330"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13464"
"2015-09-01 00:00:00","python","10938"
"2015-09-01 00:00:00","r","3322"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4535"
"2015-10-01 00:00:00","assembly","429"
"2015-10-01 00:00:00","c","3671"
"2015-10-01 00:00:00","c#","12769"
"2015-10-01 00:00:00","c++","7032"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18487"
"2015-10-01 00:00:00","javascript","21736"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13840"
"2015-10-01 00:00:00","python","12451"
"2015-10-01 00:00:00","r","3671"
"2015-10-01 00:00:00","ruby","2187"
"2015-10-01 00:00:00","swift","4287"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3605"
"2015-11-01 00:00:00","c#","12351"
"2015-11-01 00:00:00","c++","7077"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17722"
"2015-11-01 00:00:00","javascript","21198"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13248"
"2015-11-01 00:00:00","python","12266"
"2015-11-01 00:00:00","r","3533"
"2015-11-01 00:00:00","ruby","1954"
"2015-11-01 00:00:00","swift","4308"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12113"
"2015-12-01 00:00:00","c++","6552"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16504"
"2015-12-01 00:00:00","javascript","21020"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13671"
"2015-12-01 00:00:00","python","11624"
"2015-12-01 00:00:00","r","3177"
"2015-12-01 00:00:00","ruby","2027"
"2015-12-01 00:00:00","swift","4362"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3039"
"2016-01-01 00:00:00","c#","12337"
"2016-01-01 00:00:00","c++","6090"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16575"
"2016-01-01 00:00:00","javascript","22447"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14479"
"2016-01-01 00:00:00","python","12322"
"2016-01-01 00:00:00","r","3530"
"2016-01-01 00:00:00","ruby","2141"
"2016-01-01 00:00:00","swift","4771"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3271"
"2016-02-01 00:00:00","c#","12701"
"2016-02-01 00:00:00","c++","6546"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17801"
"2016-02-01 00:00:00","javascript","22403"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14841"
"2016-02-01 00:00:00","python","13219"
"2016-02-01 00:00:00","r","3583"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4739"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3438"
"2016-03-01 00:00:00","c#","13570"
"2016-03-01 00:00:00","c++","7003"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19828"
"2016-03-01 00:00:00","javascript","24013"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15036"
"2016-03-01 00:00:00","python","14038"
"2016-03-01 00:00:00","r","4039"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5061"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3348"
"2016-04-01 00:00:00","c#","13681"
"2016-04-01 00:00:00","c++","6878"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19418"
"2016-04-01 00:00:00","javascript","23379"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14392"
"2016-04-01 00:00:00","python","13604"
"2016-04-01 00:00:00","r","4118"
"2016-04-01 00:00:00","ruby","2212"
"2016-04-01 00:00:00","swift","4738"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2717"
"2016-05-01 00:00:00","c#","13482"
"2016-05-01 00:00:00","c++","6119"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16984"
"2016-05-01 00:00:00","javascript","22957"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14392"
"2016-05-01 00:00:00","python","13078"
"2016-05-01 00:00:00","r","3793"
"2016-05-01 00:00:00","ruby","2130"
"2016-05-01 00:00:00","swift","4404"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2296"
"2016-06-01 00:00:00","c#","13033"
"2016-06-01 00:00:00","c++","5702"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","547"
"2016-06-01 00:00:00","java","15888"
"2016-06-01 00:00:00","javascript","22113"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13585"
"2016-06-01 00:00:00","python","12885"
"2016-06-01 00:00:00","r","3859"
"2016-06-01 00:00:00","ruby","2103"
"2016-06-01 00:00:00","swift","4786"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11976"
"2016-07-01 00:00:00","c++","5455"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14907"
"2016-07-01 00:00:00","javascript","22173"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12880"
"2016-07-01 00:00:00","python","12795"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","ruby","1898"
"2016-07-01 00:00:00","swift","4924"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2208"
"2016-08-01 00:00:00","c#","12698"
"2016-08-01 00:00:00","c++","5009"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","570"
"2016-08-01 00:00:00","java","15153"
"2016-08-01 00:00:00","javascript","22626"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12857"
"2016-08-01 00:00:00","python","12886"
"2016-08-01 00:00:00","r","3782"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4895"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2505"
"2016-09-01 00:00:00","c#","11087"
"2016-09-01 00:00:00","c++","5125"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14621"
"2016-09-01 00:00:00","javascript","20416"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12100"
"2016-09-01 00:00:00","python","12321"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4848"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3203"
"2016-10-01 00:00:00","c#","11433"
"2016-10-01 00:00:00","c++","5959"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","java","15294"
"2016-10-01 00:00:00","javascript","20407"
"2016-10-01 00:00:00","perl","401"
"2016-10-01 00:00:00","php","12224"
"2016-10-01 00:00:00","python","13476"
"2016-10-01 00:00:00","r","3781"
"2016-10-01 00:00:00","ruby","1817"
"2016-10-01 00:00:00","swift","4723"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3257"
"2016-11-01 00:00:00","c#","11633"
"2016-11-01 00:00:00","c++","6061"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15625"
